SELLER_GSTIN,PURCHASER_GSTIN,FILING_PERIOD,INVOICE_NUM,INVOICE_DATE,QUANTITY,TAXABLE_AMOUNT,TAX_RATE,CGST,SGST,IGST,CESS
5A4FC8F226,AA67FDC3A6,022018,04B045/21220,2018-02-15,1,39397.95,5,,,1969.9,5508.0
A688617A12,CFA6153A85,022018,19,2018-02-01,1,70665.0,18,6359.85,6359.85,,0.0
0F08B6DF08,2ED0436499,022018,D117130-017,2018-03-02,1801,24042.0,18,,,4327.56,0.0
62CD3BF990,9644CD0773,022018,770,2018-02-13,1,979600.0,18,,,176328.0,
A688617A12,CD54A07E6B,022018,927,2018-02-04,1,286133.0,18,25751.97,25751.97,0.0,0.0
824D0342B8,8F90C90306,022018,W50,2018-02-17,5,93.76,28,13.13,13.13,,0.0
824D0342B8,4D0958D30E,022018,PBPO0005431345,2018-02-01,1,30.0,18,2.7,2.7,,
A688617A12,F887B76D41,022018,FGS/17/P/21167,2018-02-28,1,120000.0,28,0.0,0.0,33600.0,0.0
0FF6759AB7,EAEB4709CB,022018,4540076228,2018-02-05,1,799952.92,5,,,39997.65,
C44FFF7C7A,7E5F4D6CB1,022018,CAHIN180615431,2018-02-25,2,50.0,18,,,9.0,0.0
C1C058DFB2,82A3B4176E,022018,PBTLCCDI1700215,2018-02-17,1,54207.95,18,4878.72,4878.72,,0.0
6920AA6331,19991C557A,022018,R-237,2018-02-03,1,2293817.0,0,0.0,0.0,,
3536A3DD25,9D3A1E43A3,022018,GS-1890,2018-02-19,1,2521.24,28,352.97,352.97,,0.0
A7215054CB,3F62352779,022018,519,2018-02-22,1801,29450.0,18,2650.5,2650.5,,0.0
0FF6759AB7,84FBF9F524,022018,2017-2018/GST/81,2018-03-01,1800,519311.0,18,,,93475.98,
5A4FC8F226,AA67FDC3A6,022018,04B045/21347,2018-02-16,1,42030.21,5,,,2101.51,5876.0
B64AAF6835,FA8D45A223,022018,8953023810,2018-02-04,1,68861.4,28,0.0,0.0,19281.19,0.0
0FF6759AB7,EAEB4709CB,022018,4540078065,2018-02-10,1,806794.02,5,,,40339.7,
8749F52DE8,A422A99DA5,022018,0910S0033024,2018-02-11,1,18226.55,18,,,3280.78,
62CD3BF990,BA86733EBD,022018,LTVL/584/17-18,2018-03-01,1800,16416.4,18,,,2954.95,
A688617A12,F887B76D41,022018,FGS/17/P/20754,2018-02-24,1,120000.0,28,0.0,0.0,33600.0,0.0
6920AA6331,19991C557A,022018,R-398,2018-02-21,1,2293817.0,0,0.0,0.0,,
C1C058DFB2,C7F69F148B,022018,T-191,2018-02-12,101,25000.0,18,2250.0,2250.0,0.0,0.0
62CD3BF990,275AA6A3CE,022018,IPF7272,2018-02-06,1,39117.3,18,3520.56,3520.56,,0.0
5A4FC8F226,5B4E610D86,022018,A0454420,2018-02-15,1801,282.5,18,,,50.85,0.0
7505EF1EFB,9E483718EF,022018,WSH/3924cantt,2018-02-16,1801,1284.0,18,115.56,115.56,,0.0
0F08B6DF08,E306607037,022018,2118702230005107,2018-02-27,1,10109.92,18,0.0,0.0,1819.79,0.0
C44FFF7C7A,A570DEC82E,022018,FL/08009/17-18,2018-03-03,1801,24500.0,18,,,4410.0,0.0
86DFEB0A3F,3CFC218C41,022018,PB1100050168,2018-02-11,501,10897429.39,5,272435.73,272435.73,,0.0
C1C058DFB2,C7F69F148B,022018,T-161,2018-02-09,101,5000.0,18,450.0,450.0,0.0,0.0
8749F52DE8,A422A99DA5,022018,0910S0033992,2018-02-18,1,3377.38,18,,,607.93,
8749F52DE8,A422A99DA5,022018,0910S0033892,2018-02-18,1,5708.34,18,,,1027.5,
A7D3CEE190,3B38757815,022018,3454,2018-02-11,1,3400.0,18,306.0,306.0,,0.0
824D0342B8,503B6AAC7D,022018,195/17-18,2018-03-03,1,114683.0,18,10321.47,10321.47,,0.0
7505EF1EFB,47B77401A4,022018,LU02A/INS/00148,2018-03-03,1,26785.6,18,2410.7,2410.7,,0.0
B64AAF6835,FA8D45A223,022018,8952032990,2018-02-22,1,81413.01,28,0.0,0.0,22795.64,0.0
A688617A12,F887B76D41,022018,FGS/17/P/20373,2018-02-21,1,96000.0,28,0.0,0.0,26880.0,0.0
5A4FC8F226,AA67FDC3A6,022018,04B045/21701,2018-02-18,1,41028.81,5,,,2051.44,5736.0
7EC06C0F12,FAB06B8D5F,022018,903354644,2018-02-27,1801,95.22,18,8.57,8.57,,0.0
B64AAF6835,FA8D45A223,022018,8953023702,2018-02-04,1,111778.75,28,0.0,0.0,31298.05,0.0
C44FFF7C7A,BBE9D8E89C,022018,BLR-11204,2018-02-11,501,15865.0,5,,,793.25,0.0
A7D3CEE190,9BBDE3F714,022018,1138840133,2018-02-27,1,44033.35,5,,,2201.65,
099952F740,A59DE9EB25,022018,MH0430015668,2018-02-28,501,69317.38,5,,,3465.87,0.0
8749F52DE8,4FD068D870,022018,06N8S0000923,2018-02-25,1,162087.0,12,,,19450.44,
6920AA6331,507FDBAC1E,022018,9918010342710419,2018-03-02,1,30000.0,5,750.0,750.0,,
B64AAF6835,FA8D45A223,022018,8952029412,2018-02-02,1,81413.01,28,0.0,0.0,22795.64,0.0
824D0342B8,4D0958D30E,022018,PBPO0005431048,2018-02-01,1,30.0,18,2.7,2.7,,
8749F52DE8,9460E90BF6,022018,ATS/17-18/0286,2018-02-23,2,16310.0,18,1467.9,1467.9,,0.0
62CD3BF990,275AA6A3CE,022018,IPF7221,2018-02-05,1,398730.45,18,35885.74,35885.74,,0.0
A688617A12,F887B76D41,022018,FGS/17/P/19006,2018-02-07,1,260000.0,28,0.0,0.0,72800.0,0.0
6920AA6331,C04864C61E,022018,543,2018-02-09,1,767921.73,0,0.0,0.0,0.0,0.0
B64AAF6835,FA8D45A223,022018,8953025327,2018-02-12,1,66890.55,28,0.0,0.0,18729.35,0.0
0F08B6DF08,F425EB47B2,022018,6118103100000136,2018-02-05,1,384992.0,18,34649.28,34649.28,,0.0
C44FFF7C7A,7E5F4D6CB1,022018,CAHIN180611314,2018-02-18,2,50.0,18,,,9.0,0.0
86DFEB0A3F,3CFC218C41,022018,PB1100049965,2018-02-11,501,683467.82,5,17086.7,17086.7,,0.0
5A4FC8F226,AA67FDC3A6,022018,04B045/21661,2018-02-18,1,42659.66,5,,,2132.98,5964.0
A7D3CEE190,8470970792,022018,SB-17-6819,2018-02-25,1,800.0,12,,,96.0,0.0
A688617A12,CD54A07E6B,022018,926,2018-02-04,1,9000.0,18,810.0,810.0,0.0,0.0
B64AAF6835,FA8D45A223,022018,8953028924,2018-03-03,1,113328.5,28,0.0,0.0,31731.98,0.0
8749F52DE8,A647F87C27,022018,1255/17-18,2018-02-08,1800,83451.95,18,7510.68,7510.68,,
F4E518B376,66A1E2AC94,022018,89,2018-03-01,1,1376333.0,0,0.0,0.0,,
B64AAF6835,FA8D45A223,022018,8953025761,2018-02-15,1,67067.25,28,0.0,0.0,18778.83,0.0
86DFEB0A3F,C92FADDC45,022018,DEL3471000456,2018-02-22,1,43725.0,12,0.0,0.0,5247.0,0.0
F4E518B376,2A879F52B6,022018,1718008527,2018-02-22,1,383.0,18,,,68.94,0.0
A688617A12,F887B76D41,022018,FGS/17/P/19907,2018-02-17,1,120000.0,28,0.0,0.0,33600.0,0.0
8749F52DE8,C588305A45,022018,L030,2018-03-01,1,22080.0,18,,,3974.4,0.0
776BBCB820,398468CEB0,022018,703908544,2018-02-17,1,40455.0,18,,,7281.9,0.0
5DA0527958,9460E90BF6,022018,ATS/JAN-18/6554,2018-02-23,2,4104.0,18,369.36,369.36,,0.0
0F08B6DF08,E306607037,022018,2118702230005093,2018-02-25,1,19888.92,18,0.0,0.0,3580.01,0.0
A688617A12,F887B76D41,022018,FGS/17/P/18979,2018-02-07,1,220000.0,28,0.0,0.0,61600.0,0.0
86DFEB0A3F,3CFC218C41,022018,PB1100050095,2018-02-11,501,719388.95,5,17984.72,17984.72,,0.0
5DA0527958,294205D6E0,022018,V171805934,2018-02-10,2,6975.0,18,,,1255.5,0.0
B64AAF6835,FA8D45A223,022018,8953025745,2018-02-14,1,111778.75,28,0.0,0.0,31298.05,0.0
C1C058DFB2,15567227F9,022018,B4SPB1718/003236,2018-02-01,1801,300.0,18,27.0,27.0,,0.0
824D0342B8,5EA92A28AB,022018,1000010378,2018-02-11,1,17737.6,18,0.0,0.0,3192.77,0.0
F4E518B376,70FF1C00B4,022018,210,2018-02-06,1,3920.0,18,352.8,352.8,,0.0
B64AAF6835,FA8D45A223,022018,8953025839,2018-02-15,1,67067.25,28,0.0,0.0,18778.83,0.0
F4E518B376,E1ED1EC7E1,022018,00718,2018-02-04,1801,750.0,18,67.5,67.5,,0.0
F4E518B376,876ED3320F,022018,Q/00184,2018-03-03,1801,2898812.0,18,,,521786.16,0.0
62CD3BF990,BD5DDAEB74,022018,NMCC/17-18/P-13,2018-02-27,1,181248.0,5,4531.2,4531.2,,0.0
F4E518B376,7216782668,022018,J9PUA17713,2018-03-01,1,32670.0,18,0.0,0.0,5880.6,0.0
FAB06B8D5F,01C16CEDCE,022018,DLG19252P01,2018-02-17,2,4389.89,18,,,790.18,0.0
B64AAF6835,25F4BAAEEB,022018,1816,2018-02-21,1,61253.0,5,1531.33,1531.33,,0.0
B64AAF6835,FA8D45A223,022018,8953025654,2018-02-14,1,111484.25,28,0.0,0.0,31215.59,0.0
62CD3BF990,C9B743FAD4,022018,11621,2018-02-24,500,683000.0,5,,,34150.0,
B64AAF6835,FA8D45A223,022018,8952032995,2018-02-23,1,38768.1,28,0.0,0.0,10855.07,0.0
B64AAF6835,C09D5ACE3D,022018,088-5701/17-BER,2018-02-15,1,30000.0,18,2700.0,2700.0,,
B64AAF6835,FA8D45A223,022018,8953023770,2018-02-04,1,67067.25,28,0.0,0.0,18778.83,0.0
6920AA6331,A90B4BD0E9,022018,GST/17-18/1842,2018-02-17,1801,48729.0,18,,,8771.22,0.0
B64AAF6835,FA8D45A223,022018,8953025857,2018-02-15,1,67067.25,28,0.0,0.0,18778.83,0.0
A7D3CEE190,0F4FBD111B,022018,165,2018-03-01,1200,268328.0,12,,,32199.36,
776BBCB820,F776BF44DF,022018,6031838975,2018-02-16,1,8692.38,18,,,1564.63,
86DFEB0A3F,3CFC218C41,022018,PB1100049177,2018-02-09,501,705289.37,5,17632.23,17632.23,,0.0
7EC06C0F12,C18273B43D,022018,216/I/2017-18,2018-02-12,1,140435.0,18,,,25278.5,0.0
C44FFF7C7A,DF70167096,022018,3206,2018-02-28,1,156142.0,18,,,28105.56,0.0
8749F52DE8,D6285451B3,022018,BT/SS/2018/400,2018-02-10,1800,8893.0,18,,,1600.74,
099952F740,9FF7EB51C1,022018,CHHG004063,2018-02-16,1,1618.97,18,145.71,145.71,0.0,0.0
62CD3BF990,275AA6A3CE,022018,IPF7010,2018-02-02,1,3565.01,18,320.85,320.85,,0.0
86DFEB0A3F,4488CF376B,022018,0223/17-18,2018-03-01,1,50000.0,18,0.0,0.0,9000.0,0.0
C1C058DFB2,4954D8982D,022018,QACA1718/06036,2018-02-25,1801,95000.0,18,,,17100.0,0.0
6920AA6331,7433F02759,022018,R-683,2018-02-08,1,9253417.01,0,0.0,0.0,0.0,0.0
A688617A12,7E4B9FB459,022018,FGP/17/P/11524,2018-02-19,2801,225000.0,28,,,63000.0,0.0
6920AA6331,665FEDA55F,022018,004076,2018-02-06,1,3810.0,18,,,685.8,0.0
C44FFF7C7A,361F1342DD,022018,WMDN/70301241,2018-02-20,1,1024.17,5,25.6,25.6,,
776BBCB820,398468CEB0,022018,703908298,2018-02-17,1,750.0,18,,,135.0,0.0
824D0342B8,F53ED50026,022018,T-1881,2018-02-10,1,46883.07,18,4219.48,4219.48,,0.0
6920AA6331,19991C557A,022018,R-251,2018-02-04,1,768194.0,0,0.0,0.0,,
62CD3BF990,A99F0E58FF,022018,3706038423,2018-02-28,1,3104.4,18,0.0,0.0,558.79,
B64AAF6835,FA8D45A223,022018,8953028878,2018-03-02,1,113328.5,28,0.0,0.0,31731.98,0.0
099952F740,5DE645B8A8,022018,G552,2018-02-15,1801,1112.34,18,100.11,100.11,,0.0
0FF6759AB7,B77A5168B0,022018,NDCPB0002031944,2018-02-03,1,337.2,18,30.35,30.35,0.0,0.0
B64AAF6835,FA8D45A223,022018,8952029381,2018-02-02,1,81413.01,28,0.0,0.0,22795.64,0.0
B64AAF6835,FA8D45A223,022018,8953025212,2018-02-12,1,66890.55,28,0.0,0.0,18729.35,0.0
5DA0527958,F5353C4745,022018,DL/8419/2017-18,2018-03-03,1,2256.25,18,,,406.13,0.0
824D0342B8,97B2C10BAC,022018,RAJ1700191617-18,2018-03-03,1,65.0,18,0.0,0.0,11.7,0.0
7505EF1EFB,A8F4371D7D,022018,H12144,2018-03-01,1,941.66,18,84.75,84.75,,0.0
3536A3DD25,3F299D8295,022018,PMC/04448,2018-02-18,1801,21700.0,18,,,3906.0,0.0
776BBCB820,1CD7B0912F,022018,GST-730,2018-02-08,1201,9375.0,12,562.5,562.5,,0.0
A7D3CEE190,0F4FBD111B,022018,152,2018-02-16,1200,200464.0,12,,,24055.68,
5DA0527958,9460E90BF6,022018,ATS/JAN-18/6652,2018-02-23,2,4368.0,18,393.12,393.12,,0.0
C44FFF7C7A,361F1342DD,022018,WMDN/70301057,2018-02-20,1,9884.88,18,889.64,889.64,,
824D0342B8,BF5B987312,022018,1718110981,2018-02-16,2801,52290.0,28,,,14641.2,0.0
62CD3BF990,A7AE90741F,022018,3719020244,2018-02-03,1,29328.0,18,0.0,0.0,5279.04,
824D0342B8,B77A5168B0,022018,NDCPB0002199748,2018-02-04,1,709.69,18,63.87,63.87,0.0,0.0
5DA0527958,294205D6E0,022018,V171805853,2018-02-10,2,6975.0,18,,,1255.5,0.0
7EC06C0F12,33D6A5E8AF,022018,3000288,2018-02-25,1800,5750.0,18,517.5,517.5,,0.0
5A4FC8F226,AA67FDC3A6,022018,04B045/21348,2018-02-16,1,42573.82,5,,,2128.69,5952.0
0FF6759AB7,361F1342DD,022018,0304702010138988,2018-02-13,3,526.67,18,47.4,47.4,,
C1C058DFB2,FAB06B8D5F,022018,227549466,2018-02-25,1801,4700.0,18,423.0,423.0,,0.0
5A4FC8F226,C4C5B0D92E,022018,S03/1718/0723,2018-02-19,1801,31050.0,18,,,5589.0,0.0
824D0342B8,2BEBC3FD35,022018,7138,2018-03-03,1,36852.5,18,0.0,0.0,6633.45,0.0
0FF6759AB7,BA9283B34D,022018,241701241165,2018-02-22,1,715813.0,18,,,128846.0,
0FF6759AB7,10D6D14F0A,022018,000268,2018-02-11,1801,3479500.0,18,,,626310.0,0.0
776BBCB820,398468CEB0,022018,703909710,2018-02-16,1,7400.0,18,,,1332.0,0.0
776BBCB820,66D6E58F62,022018,UP6619005711,2018-02-04,501,725601.4,5,,,36280.07,0.0
A688617A12,F887B76D41,022018,FGS/17/P/21190,2018-02-28,1,160000.0,28,0.0,0.0,44800.0,0.0
F4E518B376,F1F6CB0EF7,022018,02030,2018-02-23,1,4700.0,18,,,846.0,0.0
B64AAF6835,FA8D45A223,022018,8953025316,2018-02-12,1,111778.75,28,0.0,0.0,31298.05,0.0
B64AAF6835,FA8D45A223,022018,8953027562,2018-02-24,1,111778.75,28,0.0,0.0,31298.05,0.0
62CD3BF990,275AA6A3CE,022018,IPF7373,2018-02-09,1,461.4,18,41.53,41.53,,0.0
0F08B6DF08,2ED0436499,022018,D117108-011,2018-02-08,1801,19235.0,18,,,3462.3,0.0
80E18AC42B,8B131380F9,022018,DNB00034,2018-02-15,1,748.29,12,44.9,44.9,,0.0
6920AA6331,A90B4BD0E9,022018,GST/17-18/1843,2018-02-17,1801,48729.0,18,,,8771.22,0.0
8749F52DE8,A422A99DA5,022018,0910S0034962,2018-02-24,1,26627.47,18,,,4792.94,
A7215054CB,69E3FE0B8F,022018,MNF/MH/0752,2018-02-09,1,13400.0,18,,,2412.0,0.0
8381D0626D,BE8346D481,022018,4952,2018-03-02,1800,21500.0,18,,,3870.0,
A7D3CEE190,BFA1F12E49,022018,944,2018-02-18,1200,800.0,12,,,96.0,
A7215054CB,8DD447A3F3,022018,487,2018-03-01,1,91297.0,5,2282.0,2282.0,0.0,0.0
0FF6759AB7,1C8F378721,022018,MPG3A17218014264,2018-02-12,1801,19811911.0,18,,,3566143.98,0.0
F4E518B376,EFD127A143,022018,PYSI17024463,2018-03-02,1,32525.0,18,0.0,0.0,5854.5,0.0
0FF6759AB7,C7FBAB9F62,022018,4660000880,2018-03-03,1,26696.0,18,,,4805.28,
6920AA6331,19991C557A,022018,R-280,2018-02-06,1,2292412.0,0,0.0,0.0,,
7EC06C0F12,FD51E50C1F,022018,362/17-18,2018-02-11,1,4160.0,18,0.0,0.0,748.8,0.0
824D0342B8,4D0958D30E,022018,PBPO0005431310,2018-02-01,1,30.0,18,2.7,2.7,,
B64AAF6835,FA8D45A223,022018,8953025781,2018-02-15,1,111778.75,28,0.0,0.0,31298.05,0.0
824D0342B8,41F3BC2A95,022018,MD/1718/1308,2018-02-28,501,1492598.43,5,,,74629.92,0.0
62CD3BF990,86791C4109,022018,1727009330,2018-02-05,1,1122750.0,18,0.0,0.0,202095.0,0.0
7EC06C0F12,FAB06B8D5F,022018,884945601,2018-02-21,1801,50.0,18,4.5,4.5,,0.0
0FF6759AB7,361F1342DD,022018,0304706010182535,2018-02-20,2,589.11,18,53.02,53.02,,
86DFEB0A3F,3CFC218C41,022018,PB1100051112,2018-02-15,501,717333.55,5,17933.34,17933.34,,0.0
62CD3BF990,1D916FB203,022018,3702014405,2018-02-25,1801,436696.0,18,,,78605.28,0.0
6920AA6331,B77A5168B0,022018,NDCPB0002008913,2018-02-03,1,480.0,18,43.2,43.2,0.0,0.0
62CD3BF990,BE20B5FA71,022018,OS2702028952,2018-03-01,1801,400000.0,18,,,72000.0,0.0
6920AA6331,7433F02759,022018,R-599,2018-02-02,1,6947905.16,0,0.0,0.0,,
8381D0626D,60133EB8FF,022018,17182282B,2018-02-04,501,132090.0,5,3302.25,3302.25,,0.0
824D0342B8,5BE3D3B917,022018,IPB00MQFD0000457,2018-02-08,1,19351.25,18,1741.6,1741.6,,
C1C058DFB2,82A3B4176E,022018,PBTLCCDI1700180,2018-02-01,2,34150.0,18,3073.5,3073.5,,0.0
B64AAF6835,FA8D45A223,022018,8953027087,2018-02-21,1,111778.75,28,0.0,0.0,31298.05,0.0
824D0342B8,D068540190,022018,997109348,2018-02-11,1,736020.0,12,0.0,0.0,88322.4,0.0
C1C058DFB2,FAB06B8D5F,022018,227525302,2018-02-25,1801,4700.0,18,423.0,423.0,,0.0
A688617A12,F887B76D41,022018,FGS/17/P/21241,2018-03-01,1,200000.0,28,0.0,0.0,56000.0,0.0
099952F740,213EE7F603,022018,LSWS17011458,2018-02-13,2,2636.31,5,65.91,65.91,,0.0
A688617A12,F887B76D41,022018,FGS/17/P/21228,2018-03-01,1,200000.0,28,0.0,0.0,56000.0,0.0
8749F52DE8,A647F87C27,022018,1301/17-18,2018-02-15,1800,1000.0,18,90.0,90.0,,
8749F52DE8,9460E90BF6,022018,ATS/17-18/0114,2018-02-04,2,38400.0,18,3456.0,3456.0,,0.0
1480269030,48B55849A5,022018,MH1171801CG53109,2018-02-04,1,7069.0,5,0.0,0.0,353.45,0.0
3536A3DD25,3D32927D57,022018,39519628,2018-02-01,1,146.77,18,13.21,13.21,,0.0
FAB06B8D5F,01C16CEDCE,022018,DLG19928P01,2018-02-22,3,62839.72,28,,,17595.12,0.0
86DFEB0A3F,3CFC218C41,022018,PB1100050921,2018-02-14,501,708700.89,5,17717.52,17717.52,,0.0
A7215054CB,44488227D3,022018,7104001128,2018-03-01,501,2970000.0,5,,,148500.0,0.0
6920AA6331,7433F02759,022018,R-788,2018-02-15,1,769611.06,0,0.0,0.0,,
5DA0527958,294205D6E0,022018,V171805933,2018-02-10,2,6975.0,18,,,1255.5,0.0
A688617A12,CD54A07E6B,022018,928,2018-02-04,1,4500.0,18,405.0,405.0,0.0,0.0
C1C058DFB2,382157C415,022018,GST-105,2018-02-18,1,48352.1,18,4351.69,4351.69,,0.0
62CD3BF990,3F61C15E6E,022018,3727018674,2018-02-17,501,323310.0,5,,,16165.5,0.0
7505EF1EFB,84B58F06EA,022018,21819BA18V5082,2018-02-17,2800,7070.31,28,989.84,989.84,,
C1C058DFB2,FAB06B8D5F,022018,227532414,2018-02-25,1801,5640.0,18,507.6,507.6,,0.0
B64AAF6835,FA8D45A223,022018,8953023647,2018-02-03,1,111778.75,28,0.0,0.0,31298.05,0.0
776BBCB820,0F7D7CD530,022018,5396202554,2018-02-11,1,6284.96,18,,,1131.29,
1480269030,8538CED48A,022018,004410024614,2018-03-01,1,149940.0,12,0.0,0.0,17992.8,0.0
776BBCB820,66D6E58F62,022018,UP6619006661,2018-02-25,501,717411.76,5,,,35870.59,0.0
8749F52DE8,D6A6776017,022018,04N3S0001131,2018-02-12,1,12972.6,12,,,1556.71,
7505EF1EFB,0E3CCA6E64,022018,B201800238,2018-02-24,2800,6111.0,28,855.54,855.54,,
5A4FC8F226,BBD02A18F3,022018,51011800C6001241,2018-02-13,1,3762530.61,5,,,188126.53,1148440.0
5DA0527958,294205D6E0,022018,V171805867,2018-02-10,2,6975.0,18,,,1255.5,0.0
C1C058DFB2,15567227F9,022018,B4SPB1718/003339,2018-02-17,1801,585.0,18,52.65,52.65,,0.0
7EC06C0F12,9E0C933994,022018,HSBCI10011800362,2018-02-10,1,7802.54,18,0.0,0.0,1404.46,0.0
6920AA6331,BA92BB33E6,022018,R-291,2018-02-09,1,3862264.03,0,0.0,0.0,,0.0
C9202698C4,0A86E60DE5,022018,MP653110692,2018-02-18,2,79721.94,18,0.0,0.0,14349.95,0.0
824D0342B8,4D0958D30E,022018,PBPO0005431200,2018-02-01,1,30.0,18,2.7,2.7,,
8381D0626D,813A52111D,022018,0933/17DOM/06327,2018-02-16,1,1932000.0,18,0.0,0.0,347760.0,0.0
6920AA6331,6186DCE398,022018,682,2018-02-02,2,11506268.0,0,0.0,0.0,,0.0
6920AA6331,507FDBAC1E,022018,9918010339710558,2018-03-02,1,30000.0,5,750.0,750.0,,
F4E518B376,B1DEEDEC6A,022018,1553/17-18/00219,2018-03-03,1,19835.0,18,1785.15,1785.15,0.0,0.0
FAB06B8D5F,01C16CEDCE,022018,BDL5069P01,2018-02-03,2,318750.0,18,,,57375.0,0.0
8381D0626D,36FD585E7D,022018,AIMG-3223/17-18,2018-02-25,1,702000.0,18,,,126360.0,
A688617A12,F1C7BDF400,022018,AKT/17-18/SE25,2018-03-03,1800,37971.0,18,3418.0,3418.0,,
B64AAF6835,FA8D45A223,022018,8953027179,2018-02-22,1,67067.25,28,0.0,0.0,18778.83,0.0
B64AAF6835,FA8D45A223,022018,8953025596,2018-02-14,1,111484.25,28,0.0,0.0,31215.59,0.0
0F08B6DF08,E306607037,022018,2118702230005108,2018-02-27,1,1658.83,28,0.0,0.0,464.47,0.0
3536A3DD25,BAA9E375E9,022018,5564FMBIL0008010,2018-02-12,1,6124.76,18,551.23,551.23,,0.0
FAB06B8D5F,01C16CEDCE,022018,DLG20464P01,2018-02-25,2,6122.22,18,,,1102.0,0.0
7505EF1EFB,42564809F4,022018,IPI4628171800086,2018-02-11,2,13530.48,28,1894.27,1894.27,,0.0
B64AAF6835,FA8D45A223,022018,8953024041,2018-02-05,1,67067.25,28,0.0,0.0,18778.83,0.0
6920AA6331,7433F02759,022018,R-812,2018-02-15,1,6949963.83,0,0.0,0.0,,
B64AAF6835,7B35E34373,022018,139,2018-02-16,1,212883.5,12,12773.01,12773.01,,0.0
86DFEB0A3F,3CFC218C41,022018,PB1100047313,2018-02-03,1801,762862.16,18,68657.59,68657.59,,0.0
776BBCB820,B8620886F0,022018,60,2018-02-20,1,85020.0,18,7651.8,7651.8,,0.0
B64AAF6835,FA8D45A223,022018,8953025432,2018-02-13,1,111778.75,28,0.0,0.0,31298.05,0.0
099952F740,15DBF34BD4,022018,G20469,2018-02-13,2,170611.4,5,4265.3,4265.3,,0.0
8749F52DE8,A422A99DA5,022018,0910S0033329,2018-02-15,1,2367.83,18,,,426.21,
7505EF1EFB,47B77401A4,022018,LU02A/INS/00103,2018-02-25,2,49973.15,28,6996.24,6996.24,,0.0
8749F52DE8,6B577967A0,022018,33LCS0034718,2018-02-18,1,417893.4,28,,,117010.15,
62CD3BF990,DD608C84C8,022018,BNCHCHG000445/17,2018-02-01,1,587014.81,18,,,105662.67,
8381D0626D,EBD73A62E7,022018,Sale17-18/36,2018-02-17,1201,2720850.0,12,163251.0,163251.0,,0.0
0F08B6DF08,E306607037,022018,2118702230005073,2018-02-25,1,242.0,28,0.0,0.0,67.76,0.0
6920AA6331,6186DCE398,022018,1370,2018-03-01,2,1534493.0,0,0.0,0.0,,0.0
B64AAF6835,FA8D45A223,022018,8952032195,2018-02-18,1,38768.1,28,0.0,0.0,10855.07,0.0
824D0342B8,EC270E0CE2,022018,674,2018-02-15,2,31800.0,0,0.0,0.0,,0.0
A688617A12,F887B76D41,022018,FGS/17/P/20865,2018-02-25,1,140000.0,28,0.0,0.0,39200.0,0.0
7EC06C0F12,82C026E6EA,022018,108322,2018-03-01,1801,3461.0,18,311.49,311.49,,0.0
A688617A12,F887B76D41,022018,FGS/17/P/21185,2018-02-28,1,140000.0,28,0.0,0.0,39200.0,0.0
FAB06B8D5F,01C16CEDCE,022018,DLG19287P01,2018-02-17,2,14594.68,18,,,2627.04,0.0
86DFEB0A3F,3CFC218C41,022018,PB1100050604,2018-02-13,501,721855.43,5,18046.39,18046.39,,0.0
B64AAF6835,FA8D45A223,022018,8953024080,2018-02-06,1,112367.75,28,0.0,0.0,31462.97,0.0
B64AAF6835,FA8D45A223,022018,8953023950,2018-02-05,1,111778.75,28,0.0,0.0,31298.05,0.0
FAB06B8D5F,E14B98D046,022018,DGGYYNOK31955,2018-02-16,501,73.2,5,1.83,1.83,,0.0
B64AAF6835,FA8D45A223,022018,8953023554,2018-02-03,1,67067.25,28,0.0,0.0,18778.83,0.0
6920AA6331,BA92BB33E6,022018,R-215,2018-02-01,1,1533679.95,0,0.0,0.0,,0.0
1480269030,8538CED48A,022018,004410023997,2018-02-23,2,62732.62,28,0.0,0.0,17565.13,0.0
B64AAF6835,FA8D45A223,022018,8953027609,2018-02-24,1,67067.25,28,0.0,0.0,18778.83,0.0
C44FFF7C7A,F4C7D1706D,022018,C703027,2018-03-03,1201,260064.0,12,,,31207.68,0.0
5A4FC8F226,0D01F8FAFC,022018,FSD-276,2018-02-01,1,460000.0,18,41400.0,41400.0,,0.0
C1C058DFB2,7C43C1618A,022018,170300686,2018-02-16,1,5050.0,18,454.5,454.5,,
FAB06B8D5F,E14B98D046,022018,DBURWFZD30054,2018-02-05,501,96.8,5,2.42,2.42,,0.0
D2D5838FE3,656DAD630E,022018,BCL/GST/06147,2018-02-11,1,1048000.0,5,26200.0,26200.0,0.0,0.0
80E18AC42B,AB0388F2E4,022018,14000081,2018-02-01,1800,8697.0,18,783.0,783.0,,
6920AA6331,19991C557A,022018,R-350,2018-02-15,1,759434.0,0,0.0,0.0,,
824D0342B8,61B4E81966,022018,HLF/17-18/233,2018-02-07,500,2889750.0,5,,,144487.5,
7505EF1EFB,9E483718EF,022018,WSH/4443ue,2018-02-16,2801,2087.67,28,292.27,292.27,,0.0
776BBCB820,F8FA6464EA,022018,FO/6750,2018-02-06,1,9900.0,18,891.0,891.0,,0.0
824D0342B8,4D0958D30E,022018,PBPO0005431236,2018-02-01,1,30.0,18,2.7,2.7,,
A688617A12,F887B76D41,022018,FGS/17/P/19035,2018-02-08,1,248000.0,28,0.0,0.0,69440.0,0.0
1480269030,8538CED48A,022018,004420001786,2018-03-01,1,9.07,18,0.0,0.0,1.63,0.0
